ID,Año del hecho,Sexo de la victima,Grupo de edad de la victima,Mes del hecho,Dia del hecho,Departamento del hecho DANE,Municipio del hecho DANE,Lesion fatal de causa externa,Estado
17240,2018,Hombre,(25 a 29),Septiembre,Sábado,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17241,2018,Hombre,(45 a 49),Septiembre,Jueves,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17242,2018,Hombre,(60 a 64),Septiembre,Sábado,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17243,2018,Mujer,(60 a 64),Septiembre,Domingo,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17244,2018,Hombre,(20 a 24),Octubre,Sábado,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17245,2018,Hombre,(30 a 34),Octubre,Lunes,Magdalena,Puebloviejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17246,2018,Mujer,(30 a 34),Octubre,Miércoles,Magdalena,Ciénaga,Violenta - Muertes en accidentes de transporte,Datos definitivos
17247,2018,Hombre,(50 a 54),Noviembre,Jueves,Magdalena,Ciénaga,Violenta - Muertes en accidentes de transporte,Datos definitivos
17248,2018,Hombre,(35 a 39),Noviembre,Sábado,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17249,2018,Hombre,(45 a 49),Noviembre,Martes,Magdalena,Sitionuevo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17250,2018,Hombre,(25 a 29),Noviembre,Domingo,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17251,2018,Hombre,(50 a 54),Noviembre,Martes,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17252,2018,Hombre,(20 a 24),Abril,Domingo,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17253,2018,Hombre,(70 a 74),Mayo,Domingo,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17254,2018,Mujer,(40 a 44),Julio,Domingo,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17255,2018,Hombre,(60 a 64),Julio,Martes,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17256,2018,Hombre,(35 a 39),Septiembre,Jueves,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17257,2018,Hombre,(40 a 44),Enero,Lunes,Magdalena,El Banco,Violenta - Muertes en accidentes de transporte,Datos definitivos
17258,2018,Hombre,(45 a 49),Enero,Viernes,Magdalena,San Sebastián de Buenavista,Violenta - Muertes en accidentes de transporte,Datos definitivos
17259,2018,Mujer,(10 a 14),Febrero,Sábado,Magdalena,Santa Ana,Violenta - Muertes en accidentes de transporte,Datos definitivos
17260,2018,Mujer,(70 a 74),Marzo,Viernes,Magdalena,El Banco,Violenta - Muertes en accidentes de transporte,Datos definitivos
17261,2018,Mujer,(50 a 54),Marzo,Domingo,Cesar,Chimichagua,Violenta - Muertes en accidentes de transporte,Datos definitivos
17262,2018,Hombre,(00 a 04),Junio,Miércoles,Cesar,Chimichagua,Violenta - Muertes en accidentes de transporte,Datos definitivos
17263,2018,Mujer,(10 a 14),Junio,Miércoles,Cesar,Chimichagua,Violenta - Muertes en accidentes de transporte,Datos definitivos
17264,2018,Hombre,(60 a 64),Julio,Lunes,Cesar,Chimichagua,Violenta - Muertes en accidentes de transporte,Datos definitivos
17265,2018,Mujer,(25 a 29),Julio,Sábado,Magdalena,Pijiño del Carmen,Violenta - Muertes en accidentes de transporte,Datos definitivos
17266,2018,Mujer,(30 a 34),Julio,Sábado,Cesar,Chimichagua,Violenta - Muertes en accidentes de transporte,Datos definitivos
17267,2018,Hombre,(45 a 49),Agosto,Sábado,Magdalena,Pijiño del Carmen,Violenta - Muertes en accidentes de transporte,Datos definitivos
17268,2018,Hombre,(60 a 64),Enero,Lunes,Magdalena,El Retén,Violenta - Muertes en accidentes de transporte,Datos definitivos
17269,2018,Hombre,(45 a 49),Enero,Sábado,Magdalena,Aracataca,Violenta - Muertes en accidentes de transporte,Datos definitivos
17270,2018,Mujer,(30 a 34),Enero,Sábado,Magdalena,Aracataca,Violenta - Muertes en accidentes de transporte,Datos definitivos
17271,2018,Mujer,(40 a 44),Marzo,Sábado,Magdalena,Fundación,Violenta - Muertes en accidentes de transporte,Datos definitivos
17272,2018,Mujer,(20 a 24),Abril,Miércoles,Magdalena,Aracataca,Violenta - Muertes en accidentes de transporte,Datos definitivos
17273,2018,Hombre,(30 a 34),Mayo,Domingo,Magdalena,Aracataca,Violenta - Muertes en accidentes de transporte,Datos definitivos
17274,2018,Hombre,(70 a 74),Julio,Lunes,Magdalena,Pivijay,Violenta - Muertes en accidentes de transporte,Datos definitivos
17275,2018,Hombre,(45 a 49),Julio,Domingo,Magdalena,Aracataca,Violenta - Muertes en accidentes de transporte,Datos definitivos
17276,2018,Hombre,(20 a 24),Agosto,Miércoles,Magdalena,Aracataca,Violenta - Muertes en accidentes de transporte,Datos definitivos
17277,2018,Hombre,(20 a 24),Septiembre,Lunes,Magdalena,Fundación,Violenta - Muertes en accidentes de transporte,Datos definitivos
17278,2018,Hombre,(60 a 64),Septiembre,Sábado,Magdalena,El Retén,Violenta - Muertes en accidentes de transporte,Datos definitivos
17279,2018,Hombre,(35 a 39),Septiembre,Martes,Magdalena,Fundación,Violenta - Muertes en accidentes de transporte,Datos definitivos
17280,2018,Hombre,(10 a 14),Noviembre,Jueves,Magdalena,Fundación,Violenta - Muertes en accidentes de transporte,Datos definitivos
17281,2018,Hombre,(20 a 24),Diciembre,Jueves,Magdalena,Fundación,Violenta - Muertes en accidentes de transporte,Datos definitivos
17282,2018,Hombre,(40 a 44),Enero,Martes,Bolívar,Zambrano,Violenta - Muertes en accidentes de transporte,Datos definitivos
17283,2018,Hombre,(25 a 29),Marzo,Viernes,Magdalena,Plato,Violenta - Muertes en accidentes de transporte,Datos definitivos
17284,2018,Mujer,(25 a 29),Marzo,Martes,Magdalena,Ariguaní,Violenta - Muertes en accidentes de transporte,Datos definitivos
17285,2018,Mujer,(20 a 24),Abril,Sábado,Magdalena,Nueva Granada,Violenta - Muertes en accidentes de transporte,Datos definitivos
17286,2018,Hombre,(50 a 54),Julio,Domingo,Magdalena,Plato,Violenta - Muertes en accidentes de transporte,Datos definitivos
17287,2018,Hombre,(35 a 39),Octubre,Miércoles,Magdalena,Chivolo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17288,2018,Mujer,(35 a 39),Enero,Sábado,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17289,2018,Hombre,(50 a 54),Enero,Sábado,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17290,2018,Hombre,(60 a 64),Enero,Martes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17291,2018,Mujer,(10 a 14),Enero,Sábado,Magdalena,Aracataca,Violenta - Muertes en accidentes de transporte,Datos definitivos
17292,2018,Hombre,(55 a 59),Enero,Sábado,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17293,2018,Mujer,(20 a 24),Enero,Miércoles,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17294,2018,Hombre,(30 a 34),Febrero,Jueves,Magdalena,Fundación,Violenta - Muertes en accidentes de transporte,Datos definitivos
17295,2018,Hombre,(40 a 44),Febrero,Viernes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17296,2018,Hombre,(30 a 34),Febrero,Sábado,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17297,2018,Hombre,(30 a 34),Febrero,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17298,2018,Hombre,(75 a 79),Febrero,Sábado,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17299,2018,Hombre,(55 a 59),Febrero,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17300,2018,Hombre,(70 a 74),Febrero,Lunes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17301,2018,Hombre,(45 a 49),Febrero,Lunes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17302,2018,Hombre,(25 a 29),Febrero,Viernes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17303,2018,Mujer,(80 y más),Marzo,Miércoles,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17304,2018,Hombre,(35 a 39),Marzo,Miércoles,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17305,2018,Mujer,(60 a 64),Marzo,Miércoles,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17306,2018,Mujer,(30 a 34),Marzo,Miércoles,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17307,2018,Hombre,(18 a 19),Marzo,Sábado,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17308,2018,Hombre,(15 a 17),Marzo,Sábado,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17309,2018,Hombre,(60 a 64),Marzo,Martes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17310,2018,Hombre,(20 a 24),Abril,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17311,2018,Hombre,(75 a 79),Abril,Domingo,Magdalena,Ciénaga,Violenta - Muertes en accidentes de transporte,Datos definitivos
17312,2018,Mujer,(60 a 64),Abril,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17313,2018,Hombre,(20 a 24),Marzo,Lunes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17314,2018,Hombre,(25 a 29),Abril,Jueves,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17315,2018,Mujer,(20 a 24),Abril,Jueves,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17316,2018,Hombre,(25 a 29),Abril,Lunes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17317,2018,Mujer,(60 a 64),Abril,Miércoles,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17318,2018,Mujer,(35 a 39),Abril,Viernes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17319,2018,Hombre,(45 a 49),Mayo,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17320,2018,Hombre,(20 a 24),Mayo,Lunes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17321,2018,Hombre,(15 a 17),Mayo,Martes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17322,2018,Hombre,(40 a 44),Mayo,Viernes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17323,2018,Hombre,(45 a 49),Mayo,Viernes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17324,2018,Hombre,(30 a 34),Mayo,Lunes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17325,2018,Mujer,(35 a 39),Mayo,Lunes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17326,2018,Hombre,(20 a 24),Mayo,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17327,2018,Hombre,(25 a 29),Junio,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17328,2018,Hombre,(20 a 24),Junio,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17329,2018,Mujer,(20 a 24),Junio,Lunes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17330,2018,Hombre,(25 a 29),Junio,Lunes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17331,2018,Hombre,(65 a 69),Junio,Sábado,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17332,2018,Hombre,(35 a 39),Junio,Sábado,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17333,2018,Hombre,(40 a 44),Junio,Martes,Cesar,La Paz,Violenta - Muertes en accidentes de transporte,Datos definitivos
17334,2018,Mujer,(60 a 64),Junio,Viernes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17335,2018,Hombre,(20 a 24),Junio,Martes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17336,2018,Hombre,(30 a 34),Julio,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17337,2018,Hombre,(60 a 64),Julio,Sábado,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17338,2018,Hombre,(80 y más),Julio,Jueves,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17339,2018,Hombre,(25 a 29),Julio,Lunes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17340,2018,Mujer,(80 y más),Julio,Sábado,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17341,2018,Hombre,(75 a 79),Julio,Lunes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17342,2018,Hombre,(18 a 19),Agosto,Domingo,Magdalena,Fundación,Violenta - Muertes en accidentes de transporte,Datos definitivos
17343,2018,Hombre,(30 a 34),Agosto,Lunes,Magdalena,Pivijay,Violenta - Muertes en accidentes de transporte,Datos definitivos
17344,2018,Hombre,(30 a 34),Agosto,Lunes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17345,2018,Hombre,(55 a 59),Agosto,Viernes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17346,2018,Mujer,(50 a 54),Agosto,Jueves,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17347,2018,Hombre,(40 a 44),Agosto,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17348,2018,Hombre,(25 a 29),Agosto,Miércoles,La Guajira,Distracción,Violenta - Muertes en accidentes de transporte,Datos definitivos
17349,2018,Hombre,(30 a 34),Septiembre,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17350,2018,Hombre,(80 y más),Septiembre,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17351,2018,Mujer,(80 y más),Septiembre,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17352,2018,Hombre,(70 a 74),Septiembre,Jueves,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17353,2018,Hombre,(35 a 39),Septiembre,Jueves,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17354,2018,Hombre,(15 a 17),Septiembre,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17355,2018,Hombre,(25 a 29),Septiembre,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17356,2018,Hombre,(80 y más),Septiembre,Lunes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17357,2018,Hombre,(05 a 09),Septiembre,Jueves,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17358,2018,Mujer,(60 a 64),Septiembre,Viernes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17359,2018,Hombre,(20 a 24),Abril,Miércoles,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17360,2018,Hombre,(45 a 49),Octubre,Jueves,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17361,2018,Hombre,(80 y más),Octubre,Lunes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17362,2018,Hombre,(05 a 09),Octubre,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17363,2018,Hombre,(40 a 44),Noviembre,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17364,2018,Hombre,(70 a 74),Noviembre,Viernes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17365,2018,Hombre,(50 a 54),Noviembre,Domingo,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17366,2018,Hombre,(35 a 39),Noviembre,Martes,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17367,2018,Hombre,(20 a 24),Noviembre,Jueves,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17368,2018,Hombre,(60 a 64),Noviembre,Viernes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17369,2018,Hombre,(50 a 54),Diciembre,Sábado,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17370,2018,Hombre,(70 a 74),Marzo,Sábado,La Guajira,Riohacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
17371,2018,Mujer,(60 a 64),Diciembre,Domingo,Magdalena,Ciénaga,Violenta - Muertes en accidentes de transporte,Datos definitivos
17372,2018,Mujer,(65 a 69),Diciembre,Viernes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17373,2018,Mujer,(20 a 24),Diciembre,Sábado,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17374,2018,Hombre,(45 a 49),Diciembre,Miércoles,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17375,2018,Hombre,(20 a 24),Diciembre,Sábado,Magdalena,Ciénaga,Violenta - Muertes en accidentes de transporte,Datos definitivos
17376,2018,Hombre,(65 a 69),Diciembre,Jueves,Magdalena,Zona Bananera,Violenta - Muertes en accidentes de transporte,Datos definitivos
17377,2018,Hombre,(10 a 14),Diciembre,Viernes,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17378,2018,Hombre,(40 a 44),Diciembre,Sábado,Magdalena,Aracataca,Violenta - Muertes en accidentes de transporte,Datos definitivos
17379,2018,Hombre,(25 a 29),Diciembre,Miércoles,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
17380,2018,Hombre,(20 a 24),Enero,Martes,Sucre,Galeras,Violenta - Muertes en accidentes de transporte,Datos definitivos
17381,2018,Hombre,(40 a 44),Enero,Viernes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17382,2018,Hombre,(18 a 19),Enero,Lunes,Córdoba,Lorica,Violenta - Muertes en accidentes de transporte,Datos definitivos
17383,2018,Hombre,(50 a 54),Enero,Jueves,Sucre,San Luis de Sincé,Violenta - Muertes en accidentes de transporte,Datos definitivos
17384,2018,Hombre,(25 a 29),Enero,Domingo,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17385,2018,Hombre,(10 a 14),Enero,Miércoles,Magdalena,Chivolo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17386,2018,Hombre,(30 a 34),Enero,Lunes,Sucre,San Benito Abad,Violenta - Muertes en accidentes de transporte,Datos definitivos
17387,2018,Hombre,(55 a 59),Enero,Martes,Bolívar,El Carmen de Bolívar,Violenta - Muertes en accidentes de transporte,Datos definitivos
17388,2018,Hombre,(20 a 24),Febrero,Domingo,Bolívar,El Carmen de Bolívar,Violenta - Muertes en accidentes de transporte,Datos definitivos
17389,2018,Hombre,(65 a 69),Febrero,Domingo,Sucre,Corozal,Violenta - Muertes en accidentes de transporte,Datos definitivos
17390,2018,Hombre,(45 a 49),Febrero,Domingo,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17391,2018,Hombre,(55 a 59),Febrero,Jueves,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17392,2018,Mujer,(50 a 54),Febrero,Lunes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17393,2018,Hombre,(25 a 29),Febrero,Domingo,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17394,2018,Hombre,(40 a 44),Febrero,Domingo,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17395,2018,Mujer,(15 a 17),Febrero,Domingo,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17396,2018,Hombre,(25 a 29),Marzo,Domingo,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17397,2018,Hombre,(65 a 69),Marzo,Lunes,Sucre,Corozal,Violenta - Muertes en accidentes de transporte,Datos definitivos
17398,2018,Hombre,(20 a 24),Marzo,Miércoles,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17399,2018,Hombre,(60 a 64),Enero,Miércoles,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17400,2018,Hombre,(80 y más),Marzo,Martes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17401,2018,Hombre,(30 a 34),Febrero,Lunes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17402,2018,Mujer,(35 a 39),Marzo,Sábado,Sucre,San Onofre,Violenta - Muertes en accidentes de transporte,Datos definitivos
17403,2018,Hombre,(25 a 29),Marzo,Jueves,Córdoba,Chinú,Violenta - Muertes en accidentes de transporte,Datos definitivos
17404,2018,Hombre,(18 a 19),Marzo,Sábado,Sucre,El Roble,Violenta - Muertes en accidentes de transporte,Datos definitivos
17405,2018,Mujer,(35 a 39),Abril,Domingo,Córdoba,Chinú,Violenta - Muertes en accidentes de transporte,Datos definitivos
17406,2018,Mujer,(18 a 19),Abril,Viernes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17407,2018,Hombre,(45 a 49),Abril,Sábado,Sucre,Santiago de Tolú,Violenta - Muertes en accidentes de transporte,Datos definitivos
17408,2018,Hombre,(80 y más),Abril,Sábado,Sucre,Morroa,Violenta - Muertes en accidentes de transporte,Datos definitivos
17409,2018,Hombre,(45 a 49),Abril,Miércoles,Sucre,Majagual,Violenta - Muertes en accidentes de transporte,Datos definitivos
17410,2018,Hombre,(25 a 29),Abril,Domingo,Sucre,Galeras,Violenta - Muertes en accidentes de transporte,Datos definitivos
17411,2018,Hombre,(40 a 44),Abril,Martes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17412,2018,Hombre,(40 a 44),Mayo,Lunes,Sucre,Morroa,Violenta - Muertes en accidentes de transporte,Datos definitivos
17413,2018,Hombre,(35 a 39),Mayo,Domingo,Córdoba,Lorica,Violenta - Muertes en accidentes de transporte,Datos definitivos
17414,2018,Hombre,(40 a 44),Mayo,Sábado,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17415,2018,Hombre,(45 a 49),Mayo,Miércoles,Antioquia,Caucasia,Violenta - Muertes en accidentes de transporte,Datos definitivos
17416,2018,Hombre,(60 a 64),Junio,Sábado,Sucre,Sampués,Violenta - Muertes en accidentes de transporte,Datos definitivos
17417,2018,Hombre,(70 a 74),Junio,Martes,Sucre,Morroa,Violenta - Muertes en accidentes de transporte,Datos definitivos
17418,2018,Mujer,(25 a 29),Junio,Lunes,Córdoba,Tuchín,Violenta - Muertes en accidentes de transporte,Datos definitivos
17419,2018,Hombre,(65 a 69),Junio,Jueves,Bolívar,El Carmen de Bolívar,Violenta - Muertes en accidentes de transporte,Datos definitivos
17420,2018,Hombre,(30 a 34),Junio,Miércoles,Sucre,Tolú Viejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17421,2018,Hombre,(20 a 24),Junio,Domingo,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17422,2018,Hombre,(80 y más),Junio,Jueves,Sucre,Corozal,Violenta - Muertes en accidentes de transporte,Datos definitivos
17423,2018,Hombre,(35 a 39),Junio,Sábado,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17424,2018,Hombre,(70 a 74),Junio,Sábado,Sucre,San Onofre,Violenta - Muertes en accidentes de transporte,Datos definitivos
17425,2018,Hombre,(70 a 74),Julio,Lunes,Sucre,Corozal,Violenta - Muertes en accidentes de transporte,Datos definitivos
17426,2018,Hombre,(70 a 74),Julio,Lunes,Sucre,Corozal,Violenta - Muertes en accidentes de transporte,Datos definitivos
17427,2018,Hombre,(25 a 29),Julio,Lunes,Sucre,Majagual,Violenta - Muertes en accidentes de transporte,Datos definitivos
17428,2018,Hombre,(25 a 29),Julio,Viernes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17429,2018,Mujer,(30 a 34),Marzo,Miércoles,Sucre,Guaranda,Violenta - Muertes en accidentes de transporte,Datos definitivos
17430,2018,Hombre,(15 a 17),Julio,Lunes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17431,2018,Hombre,(65 a 69),Junio,Viernes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17432,2018,Hombre,(50 a 54),Julio,Viernes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17433,2018,Hombre,(45 a 49),Julio,Domingo,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17434,2018,Hombre,(25 a 29),Julio,Domingo,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17435,2018,Hombre,(20 a 24),Agosto,Miércoles,Sucre,Tolú Viejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17436,2018,Hombre,(45 a 49),Agosto,Sábado,Sucre,Sampués,Violenta - Muertes en accidentes de transporte,Datos definitivos
17437,2018,Hombre,(55 a 59),Agosto,Sábado,Sucre,San Onofre,Violenta - Muertes en accidentes de transporte,Datos definitivos
17438,2018,Hombre,(40 a 44),Agosto,Miércoles,Sucre,Los Palmitos,Violenta - Muertes en accidentes de transporte,Datos definitivos
17439,2018,Mujer,(65 a 69),Agosto,Lunes,Córdoba,Lorica,Violenta - Muertes en accidentes de transporte,Datos definitivos
17440,2018,Hombre,(45 a 49),Agosto,Domingo,Córdoba,San Andrés de Sotavento,Violenta - Muertes en accidentes de transporte,Datos definitivos
17441,2018,Hombre,(80 y más),Agosto,Sábado,Sucre,La Unión,Violenta - Muertes en accidentes de transporte,Datos definitivos
17442,2018,Hombre,(30 a 34),Agosto,Domingo,Sucre,Santiago de Tolú,Violenta - Muertes en accidentes de transporte,Datos definitivos
17443,2018,Mujer,(18 a 19),Agosto,Miércoles,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
17444,2018,Hombre,(80 y más),Agosto,Jueves,Córdoba,Sahagún,Violenta - Muertes en accidentes de transporte,Datos definitivos
17445,2018,Hombre,(80 y más),Agosto,Domingo,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
