ID,Año del hecho,Sexo de la victima,Grupo de edad de la victima,Mes del hecho,Dia del hecho,Departamento del hecho DANE,Municipio del hecho DANE,Lesion fatal de causa externa,Estado
1,2016,Hombre,(25 a 29),Enero,Sábado,Meta,San Carlos de Guaroa,Violenta - Muertes en accidentes de transporte,Datos definitivos
2,2016,Hombre,(35 a 39),Enero,Domingo,Meta,Acacías,Violenta - Muertes en accidentes de transporte,Datos definitivos
3,2016,Hombre,(25 a 29),Enero,Lunes,Cesar,San Alberto,Violenta - Muertes en accidentes de transporte,Datos definitivos
4,2016,Mujer,(30 a 34),Enero,Lunes,Cesar,Aguachica,Violenta - Muertes en accidentes de transporte,Datos definitivos
5,2016,Hombre,(65 a 69),Enero,Domingo,Cesar,Aguachica,Violenta - Muertes en accidentes de transporte,Datos definitivos
6,2016,Hombre,(15 a 17),Enero,Viernes,Antioquia,Andes,Violenta - Muertes en accidentes de transporte,Datos definitivos
7,2016,Hombre,(00 a 04),Enero,Sábado,Risaralda,Pueblo Rico,Violenta - Muertes en accidentes de transporte,Datos definitivos
8,2016,Hombre,(20 a 24),Enero,Domingo,Arauca,Arauca,Violenta - Muertes en accidentes de transporte,Datos definitivos
9,2016,Hombre,(35 a 39),Enero,Sábado,Quindío,La Tebaida,Violenta - Muertes en accidentes de transporte,Datos definitivos
10,2016,Hombre,(15 a 17),Enero,Domingo,Quindío,Circasia,Violenta - Muertes en accidentes de transporte,Datos definitivos
11,2016,Hombre,(15 a 17),Enero,Sábado,Quindío,Circasia,Violenta - Muertes en accidentes de transporte,Datos definitivos
12,2016,Mujer,(70 a 74),Enero,Domingo,Valle del Cauca,Caicedonia,Violenta - Muertes en accidentes de transporte,Datos definitivos
13,2016,Hombre,(50 a 54),Enero,Viernes,Quindío,Calarcá,Violenta - Muertes en accidentes de transporte,Datos definitivos
14,2016,Hombre,(30 a 34),Enero,Domingo,Quindío,Armenia,Violenta - Muertes en accidentes de transporte,Datos definitivos
15,2016,Mujer,(60 a 64),Enero,Miércoles,Quindío,Armenia,Violenta - Muertes en accidentes de transporte,Datos definitivos
16,2016,Hombre,(30 a 34),Enero,Jueves,Quindío,Circasia,Violenta - Muertes en accidentes de transporte,Datos definitivos
17,2016,Hombre,(60 a 64),Enero,Lunes,Quindío,Calarcá,Violenta - Muertes en accidentes de transporte,Datos definitivos
18,2016,Mujer,(65 a 69),Enero,Martes,Quindío,Armenia,Violenta - Muertes en accidentes de transporte,Datos definitivos
19,2016,Hombre,(55 a 59),Enero,Martes,Santander,Barrancabermeja,Violenta - Muertes en accidentes de transporte,Datos definitivos
20,2016,Hombre,(50 a 54),Enero,Lunes,Santander,Barrancabermeja,Violenta - Muertes en accidentes de transporte,Datos definitivos
21,2016,Hombre,(25 a 29),Enero,Jueves,Santander,Barrancabermeja,Violenta - Muertes en accidentes de transporte,Datos definitivos
22,2016,Hombre,(45 a 49),Enero,Domingo,Santander,Barrancabermeja,Violenta - Muertes en accidentes de transporte,Datos definitivos
23,2016,Hombre,(25 a 29),Enero,Viernes,Antioquia,Yondó,Violenta - Muertes en accidentes de transporte,Datos definitivos
24,2016,Mujer,(50 a 54),Enero,Sábado,Santander,Barrancabermeja,Violenta - Muertes en accidentes de transporte,Datos definitivos
25,2016,Hombre,(18 a 19),Enero,Domingo,Cesar,San Alberto,Violenta - Muertes en accidentes de transporte,Datos definitivos
26,2016,Hombre,(80 y más),Enero,Sábado,Santander,Barrancabermeja,Violenta - Muertes en accidentes de transporte,Datos definitivos
27,2016,Mujer,(30 a 34),Enero,Viernes,Atlántico,Sabanalarga,Violenta - Muertes en accidentes de transporte,Datos definitivos
28,2016,Hombre,(20 a 24),Enero,Viernes,Atlántico,Sabanalarga,Violenta - Muertes en accidentes de transporte,Datos definitivos
29,2016,Hombre,(15 a 17),Enero,Miércoles,Magdalena,Santa Marta,Violenta - Muertes en accidentes de transporte,Datos definitivos
30,2016,Hombre,(45 a 49),Enero,Jueves,Atlántico,Barranquilla,Violenta - Muertes en accidentes de transporte,Datos definitivos
31,2016,Hombre,(20 a 24),Enero,Viernes,Atlántico,Barranquilla,Violenta - Muertes en accidentes de transporte,Datos definitivos
32,2016,Mujer,(75 a 79),Enero,Jueves,Magdalena,Aracataca,Violenta - Muertes en accidentes de transporte,Datos definitivos
33,2016,Hombre,(70 a 74),Enero,Domingo,Atlántico,Sabanalarga,Violenta - Muertes en accidentes de transporte,Datos definitivos
34,2016,Hombre,(20 a 24),Enero,Martes,Atlántico,Barranquilla,Violenta - Muertes en accidentes de transporte,Datos definitivos
35,2016,Hombre,(30 a 34),Enero,Jueves,Atlántico,Soledad,Violenta - Muertes en accidentes de transporte,Datos definitivos
36,2016,Hombre,(70 a 74),Enero,Sábado,Atlántico,Santo Tomás,Violenta - Muertes en accidentes de transporte,Datos definitivos
37,2016,Hombre,(40 a 44),Enero,Martes,Atlántico,Puerto Colombia,Violenta - Muertes en accidentes de transporte,Datos definitivos
38,2016,Hombre,(80 y más),Enero,Viernes,Atlántico,Barranquilla,Violenta - Muertes en accidentes de transporte,Datos definitivos
39,2016,Hombre,(20 a 24),Enero,Lunes,Atlántico,Santo Tomás,Violenta - Muertes en accidentes de transporte,Datos definitivos
40,2016,Hombre,(20 a 24),Enero,Lunes,Atlántico,Santo Tomás,Violenta - Muertes en accidentes de transporte,Datos definitivos
41,2016,Mujer,(20 a 24),Enero,Domingo,Atlántico,Barranquilla,Violenta - Muertes en accidentes de transporte,Datos definitivos
42,2016,Hombre,(50 a 54),Enero,Domingo,Atlántico,Juan de Acosta,Violenta - Muertes en accidentes de transporte,Datos definitivos
43,2016,Hombre,(80 y más),Enero,Viernes,Atlántico,Barranquilla,Violenta - Muertes en accidentes de transporte,Datos definitivos
44,2016,Hombre,(65 a 69),Enero,Miércoles,Atlántico,Baranoa,Violenta - Muertes en accidentes de transporte,Datos definitivos
45,2016,Hombre,(25 a 29),Enero,Sábado,Atlántico,Malambo,Violenta - Muertes en accidentes de transporte,Datos definitivos
46,2016,Hombre,(25 a 29),Enero,Sábado,Atlántico,Barranquilla,Violenta - Muertes en accidentes de transporte,Datos definitivos
47,2016,Mujer,(75 a 79),Enero,Domingo,Risaralda,Belén de Umbría,Violenta - Muertes en accidentes de transporte,Datos definitivos
48,2016,Hombre,(18 a 19),Enero,Sábado,Antioquia,San Pedro de los Milagros,Violenta - Muertes en accidentes de transporte,Datos definitivos
49,2016,Mujer,(60 a 64),Enero,Domingo,Santander,Rionegro,Violenta - Muertes en accidentes de transporte,Datos definitivos
50,2016,Hombre,(45 a 49),Enero,Martes,Santander,Lebrija,Violenta - Muertes en accidentes de transporte,Datos definitivos
51,2016,Hombre,(60 a 64),Enero,Martes,Santander,Los Santos,Violenta - Muertes en accidentes de transporte,Datos definitivos
52,2016,Mujer,(70 a 74),Enero,Miércoles,Santander,Bucaramanga,Violenta - Muertes en accidentes de transporte,Datos definitivos
53,2016,Hombre,(20 a 24),Enero,Lunes,Santander,Bucaramanga,Violenta - Muertes en accidentes de transporte,Datos definitivos
54,2016,Hombre,(50 a 54),Enero,Viernes,Santander,Bucaramanga,Violenta - Muertes en accidentes de transporte,Datos definitivos
55,2016,Hombre,(30 a 34),Enero,Sábado,Santander,Zapatoca,Violenta - Muertes en accidentes de transporte,Datos definitivos
56,2016,Mujer,(65 a 69),Enero,Sábado,Santander,Floridablanca,Violenta - Muertes en accidentes de transporte,Datos definitivos
57,2016,Hombre,(40 a 44),Enero,Miércoles,Santander,Piedecuesta,Violenta - Muertes en accidentes de transporte,Datos definitivos
58,2016,Hombre,(20 a 24),Enero,Miércoles,Santander,Bucaramanga,Violenta - Muertes en accidentes de transporte,Datos definitivos
59,2016,Hombre,(65 a 69),Enero,Martes,Santander,Barrancabermeja,Violenta - Muertes en accidentes de transporte,Datos definitivos
60,2016,Mujer,(18 a 19),Enero,Domingo,Santander,Girón,Violenta - Muertes en accidentes de transporte,Datos definitivos
61,2016,Hombre,(18 a 19),Enero,Lunes,Santander,Bucaramanga,Violenta - Muertes en accidentes de transporte,Datos definitivos
62,2016,Mujer,(50 a 54),Enero,Lunes,Santander,Piedecuesta,Violenta - Muertes en accidentes de transporte,Datos definitivos
63,2016,Hombre,(55 a 59),Enero,Lunes,Bolívar,Simití,Violenta - Muertes en accidentes de transporte,Datos definitivos
64,2016,Hombre,(60 a 64),Enero,Lunes,Santander,Floridablanca,Violenta - Muertes en accidentes de transporte,Datos definitivos
65,2016,Hombre,(35 a 39),Enero,Sábado,Santander,Bucaramanga,Violenta - Muertes en accidentes de transporte,Datos definitivos
66,2016,Hombre,(25 a 29),Enero,Domingo,Santander,Bucaramanga,Violenta - Muertes en accidentes de transporte,Datos definitivos
67,2016,Hombre,(55 a 59),Enero,Domingo,Santander,Piedecuesta,Violenta - Muertes en accidentes de transporte,Datos definitivos
68,2016,Mujer,(18 a 19),Enero,Viernes,Valle del Cauca,Buenaventura,Violenta - Muertes en accidentes de transporte,Datos definitivos
69,2016,Hombre,(15 a 17),Enero,Viernes,Valle del Cauca,Buenaventura,Violenta - Muertes en accidentes de transporte,Datos definitivos
70,2016,Hombre,(25 a 29),Enero,Martes,Valle del Cauca,Buenaventura,Violenta - Muertes en accidentes de transporte,Datos definitivos
71,2016,Hombre,(20 a 24),Enero,Viernes,Valle del Cauca,Buenaventura,Violenta - Muertes en accidentes de transporte,Datos definitivos
72,2016,Hombre,(40 a 44),Enero,Sábado,Valle del Cauca,Buenaventura,Violenta - Muertes en accidentes de transporte,Datos definitivos
73,2016,Hombre,(50 a 54),Enero,Lunes,Valle del Cauca,Guadalajara de Buga,Violenta - Muertes en accidentes de transporte,Datos definitivos
74,2016,Hombre,(45 a 49),Enero,Sábado,Valle del Cauca,Guadalajara de Buga,Violenta - Muertes en accidentes de transporte,Datos definitivos
75,2016,Hombre,(50 a 54),Enero,Sábado,Valle del Cauca,Guadalajara de Buga,Violenta - Muertes en accidentes de transporte,Datos definitivos
76,2016,Hombre,(70 a 74),Enero,Miércoles,Valle del Cauca,Guadalajara de Buga,Violenta - Muertes en accidentes de transporte,Datos definitivos
77,2016,Mujer,(80 y más),Enero,Domingo,Valle del Cauca,Guadalajara de Buga,Violenta - Muertes en accidentes de transporte,Datos definitivos
78,2016,Hombre,(70 a 74),Enero,Domingo,Valle del Cauca,Guadalajara de Buga,Violenta - Muertes en accidentes de transporte,Datos definitivos
79,2016,Hombre,(45 a 49),Enero,Miércoles,Valle del Cauca,Guadalajara de Buga,Violenta - Muertes en accidentes de transporte,Datos definitivos
80,2016,Hombre,(15 a 17),Enero,Miércoles,Valle del Cauca,Ginebra,Violenta - Muertes en accidentes de transporte,Datos definitivos
81,2016,Hombre,(20 a 24),Enero,Lunes,Valle del Cauca,Guadalajara de Buga,Violenta - Muertes en accidentes de transporte,Datos definitivos
82,2016,Mujer,(50 a 54),Enero,Lunes,Valle del Cauca,Dagua,Violenta - Muertes en accidentes de transporte,Datos definitivos
83,2016,Mujer,(65 a 69),Enero,Domingo,Valle del Cauca,Ginebra,Violenta - Muertes en accidentes de transporte,Datos definitivos
84,2016,Hombre,(40 a 44),Enero,Viernes,Quindío,Génova,Violenta - Muertes en accidentes de transporte,Datos definitivos
85,2016,Hombre,(25 a 29),Enero,Viernes,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
86,2016,Hombre,(20 a 24),Enero,Viernes,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
87,2016,Mujer,(25 a 29),Enero,Sábado,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
88,2016,Hombre,(20 a 24),Enero,Lunes,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
89,2016,Hombre,(20 a 24),Enero,Viernes,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
90,2016,Hombre,(20 a 24),Enero,Domingo,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
91,2016,Mujer,(50 a 54),Enero,Viernes,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
92,2016,Hombre,(20 a 24),Enero,Domingo,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
93,2016,Hombre,(30 a 34),Enero,Martes,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
94,2016,Mujer,(25 a 29),Enero,Domingo,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
95,2016,Hombre,(20 a 24),Enero,Domingo,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
96,2016,Hombre,(30 a 34),Enero,Domingo,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
97,2016,Hombre,(50 a 54),Enero,Jueves,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
98,2016,Hombre,(20 a 24),Enero,Jueves,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
99,2016,Hombre,(15 a 17),Enero,Viernes,Valle del Cauca,Tuluá,Violenta - Muertes en accidentes de transporte,Datos definitivos
100,2016,Hombre,(25 a 29),Enero,Martes,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
101,2016,Hombre,(45 a 49),Enero,Sábado,Valle del Cauca,El Cerrito,Violenta - Muertes en accidentes de transporte,Datos definitivos
102,2016,Hombre,(20 a 24),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
103,2016,Mujer,(75 a 79),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
104,2016,Hombre,(60 a 64),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
105,2016,Hombre,(30 a 34),Enero,Jueves,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
106,2016,Hombre,(18 a 19),Enero,Viernes,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
107,2016,Hombre,(55 a 59),Enero,Jueves,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
108,2016,Hombre,(45 a 49),Enero,Sábado,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
109,2016,Hombre,(55 a 59),Enero,Sábado,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
110,2016,Hombre,(30 a 34),Enero,Domingo,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
111,2016,Hombre,(60 a 64),Enero,Sábado,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
112,2016,Hombre,(20 a 24),Enero,Lunes,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
113,2016,Hombre,(65 a 69),Enero,Domingo,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
114,2016,Hombre,(15 a 17),Enero,Domingo,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
115,2016,Mujer,(20 a 24),Enero,Martes,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
116,2016,Hombre,(45 a 49),Enero,Domingo,Valle del Cauca,Dagua,Violenta - Muertes en accidentes de transporte,Datos definitivos
117,2016,Hombre,(60 a 64),Enero,Jueves,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
118,2016,Hombre,(70 a 74),Enero,Sábado,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
119,2016,Mujer,(75 a 79),Enero,Viernes,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
120,2016,Hombre,(55 a 59),Enero,Viernes,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
121,2016,Hombre,(18 a 19),Enero,Sábado,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
122,2016,Hombre,(15 a 17),Enero,Domingo,Valle del Cauca,Cali,Violenta - Muertes en accidentes de transporte,Datos definitivos
123,2016,Hombre,(45 a 49),Enero,Martes,Cundinamarca,Chipaque,Violenta - Muertes en accidentes de transporte,Datos definitivos
124,2016,Hombre,(25 a 29),Enero,Jueves,Bolívar,El Carmen de Bolívar,Violenta - Muertes en accidentes de transporte,Datos definitivos
125,2016,Hombre,(00 a 04),Enero,Sábado,Bolívar,Cartagena de Indias,Violenta - Muertes en accidentes de transporte,Datos definitivos
126,2016,Hombre,(20 a 24),Enero,Domingo,Bolívar,Cartagena de Indias,Violenta - Muertes en accidentes de transporte,Datos definitivos
127,2016,Hombre,(30 a 34),Enero,Martes,Bolívar,Cartagena de Indias,Violenta - Muertes en accidentes de transporte,Datos definitivos
128,2016,Hombre,(05 a 09),Enero,Sábado,Bolívar,Cartagena de Indias,Violenta - Muertes en accidentes de transporte,Datos definitivos
129,2016,Hombre,(18 a 19),Enero,Viernes,Bolívar,María la Baja,Violenta - Muertes en accidentes de transporte,Datos definitivos
130,2016,Hombre,(35 a 39),Enero,Sábado,Bolívar,Cartagena de Indias,Violenta - Muertes en accidentes de transporte,Datos definitivos
131,2016,Mujer,(30 a 34),Enero,Jueves,Bolívar,Cartagena de Indias,Violenta - Muertes en accidentes de transporte,Datos definitivos
132,2016,Mujer,(18 a 19),Enero,Domingo,Bolívar,Arjona,Violenta - Muertes en accidentes de transporte,Datos definitivos
133,2016,Hombre,(25 a 29),Enero,Jueves,Bolívar,Arjona,Violenta - Muertes en accidentes de transporte,Datos definitivos
134,2016,Mujer,(50 a 54),Enero,Viernes,Bolívar,María la Baja,Violenta - Muertes en accidentes de transporte,Datos definitivos
135,2016,Hombre,(05 a 09),Enero,Viernes,Bolívar,María la Baja,Violenta - Muertes en accidentes de transporte,Datos definitivos
136,2016,Mujer,(50 a 54),Enero,Domingo,Bolívar,Cartagena de Indias,Violenta - Muertes en accidentes de transporte,Datos definitivos
137,2016,Hombre,(35 a 39),Enero,Domingo,Bolívar,Cartagena de Indias,Violenta - Muertes en accidentes de transporte,Datos definitivos
138,2016,Hombre,(55 a 59),Enero,Viernes,Bolívar,Cartagena de Indias,Violenta - Muertes en accidentes de transporte,Datos definitivos
139,2016,Hombre,(25 a 29),Enero,Martes,Bolívar,Cartagena de Indias,Violenta - Muertes en accidentes de transporte,Datos definitivos
140,2016,Hombre,(25 a 29),Enero,Miércoles,Bolívar,Cartagena de Indias,Violenta - Muertes en accidentes de transporte,Datos definitivos
141,2016,Hombre,(20 a 24),Enero,Miércoles,Bolívar,Cartagena de Indias,Violenta - Muertes en accidentes de transporte,Datos definitivos
142,2016,Hombre,(40 a 44),Enero,Jueves,Bolívar,Mahates,Violenta - Muertes en accidentes de transporte,Datos definitivos
143,2016,Hombre,(25 a 29),Enero,Domingo,Bolívar,Arjona,Violenta - Muertes en accidentes de transporte,Datos definitivos
144,2016,Hombre,(70 a 74),Enero,Sábado,Bolívar,Cartagena de Indias,Violenta - Muertes en accidentes de transporte,Datos definitivos
145,2016,Hombre,(20 a 24),Enero,Sábado,Tolima,Palocabildo,Violenta - Muertes en accidentes de transporte,Datos definitivos
146,2016,Hombre,(30 a 34),Enero,Sábado,Tolima,Palocabildo,Violenta - Muertes en accidentes de transporte,Datos definitivos
147,2016,Hombre,(50 a 54),Enero,Domingo,Tolima,Palocabildo,Violenta - Muertes en accidentes de transporte,Datos definitivos
148,2016,Hombre,(00 a 04),Enero,Viernes,Antioquia,Apartadó,Violenta - Muertes en accidentes de transporte,Datos definitivos
149,2016,Hombre,(55 a 59),Enero,Viernes,Caldas,Chinchiná,Violenta - Muertes en accidentes de transporte,Datos definitivos
150,2016,Mujer,(15 a 17),Enero,Sábado,Risaralda,Quinchía,Violenta - Muertes en accidentes de transporte,Datos definitivos
151,2016,Hombre,(75 a 79),Enero,Viernes,Caldas,Chinchiná,Violenta - Muertes en accidentes de transporte,Datos definitivos
152,2016,Hombre,(50 a 54),Enero,Martes,Boyacá,Maripí,Violenta - Muertes en accidentes de transporte,Datos definitivos
153,2016,Hombre,(70 a 74),Enero,Lunes,Boyacá,Muzo,Violenta - Muertes en accidentes de transporte,Datos definitivos
154,2016,Hombre,(75 a 79),Enero,Sábado,Cesar,Curumaní,Violenta - Muertes en accidentes de transporte,Datos definitivos
155,2016,Hombre,(15 a 17),Enero,Miércoles,Cesar,Chiriguaná,Violenta - Muertes en accidentes de transporte,Datos definitivos
156,2016,Hombre,(20 a 24),Enero,Martes,Cesar,El Paso,Violenta - Muertes en accidentes de transporte,Datos definitivos
157,2016,Hombre,(40 a 44),Enero,Domingo,Cundinamarca,Chocontá,Violenta - Muertes en accidentes de transporte,Datos definitivos
158,2016,Hombre,(45 a 49),Enero,Sábado,Cundinamarca,Chocontá,Violenta - Muertes en accidentes de transporte,Datos definitivos
159,2016,Hombre,(40 a 44),Enero,Domingo,Cundinamarca,Suesca,Violenta - Muertes en accidentes de transporte,Datos definitivos
160,2016,Hombre,(45 a 49),Enero,Sábado,Magdalena,Ciénaga,Violenta - Muertes en accidentes de transporte,Datos definitivos
161,2016,Hombre,(25 a 29),Enero,Sábado,Magdalena,Sitionuevo,Violenta - Muertes en accidentes de transporte,Datos definitivos
162,2016,Mujer,(55 a 59),Enero,Martes,Santander,Cimitarra,Violenta - Muertes en accidentes de transporte,Datos definitivos
163,2016,Hombre,(60 a 64),Enero,Domingo,Santander,Cimitarra,Violenta - Muertes en accidentes de transporte,Datos definitivos
164,2016,Hombre,(25 a 29),Enero,Martes,Santander,Landázuri,Violenta - Muertes en accidentes de transporte,Datos definitivos
165,2016,Hombre,(30 a 34),Enero,Domingo,Antioquia,San Roque,Violenta - Muertes en accidentes de transporte,Datos definitivos
166,2016,Hombre,(25 a 29),Enero,Domingo,Antioquia,Copacabana,Violenta - Muertes en accidentes de transporte,Datos definitivos
167,2016,Hombre,(18 a 19),Enero,Jueves,Antioquia,Copacabana,Violenta - Muertes en accidentes de transporte,Datos definitivos
168,2016,Hombre,(20 a 24),Enero,Viernes,Norte de Santander,El Zulia,Violenta - Muertes en accidentes de transporte,Datos definitivos
169,2016,Hombre,(20 a 24),Enero,Miércoles,Norte de Santander,Cúcuta,Violenta - Muertes en accidentes de transporte,Datos definitivos
170,2016,Hombre,(30 a 34),Enero,Jueves,Norte de Santander,Cúcuta,Violenta - Muertes en accidentes de transporte,Datos definitivos
171,2016,Hombre,(18 a 19),Enero,Sábado,Norte de Santander,Sardinata,Violenta - Muertes en accidentes de transporte,Datos definitivos
172,2016,Mujer,(25 a 29),Enero,Miércoles,Norte de Santander,Cúcuta,Violenta - Muertes en accidentes de transporte,Datos definitivos
173,2016,Mujer,(35 a 39),Enero,Lunes,Norte de Santander,Cúcuta,Violenta - Muertes en accidentes de transporte,Datos definitivos
174,2016,Hombre,(70 a 74),Enero,Sábado,Norte de Santander,Cúcuta,Violenta - Muertes en accidentes de transporte,Datos definitivos
175,2016,Hombre,(40 a 44),Enero,Domingo,Norte de Santander,Villa del Rosario,Violenta - Muertes en accidentes de transporte,Datos definitivos
176,2016,Hombre,(65 a 69),Enero,Lunes,Norte de Santander,El Zulia,Violenta - Muertes en accidentes de transporte,Datos definitivos
177,2016,Mujer,(55 a 59),Enero,Domingo,Norte de Santander,Tibú,Violenta - Muertes en accidentes de transporte,Datos definitivos
178,2016,Hombre,(30 a 34),Enero,Domingo,Norte de Santander,Cúcuta,Violenta - Muertes en accidentes de transporte,Datos definitivos
179,2016,Hombre,(50 a 54),Enero,Martes,Boyacá,Nobsa,Violenta - Muertes en accidentes de transporte,Datos definitivos
180,2016,Hombre,(65 a 69),Enero,Sábado,Boyacá,Nobsa,Violenta - Muertes en accidentes de transporte,Datos definitivos
181,2016,Hombre,(00 a 04),Enero,Lunes,Magdalena,El Banco,Violenta - Muertes en accidentes de transporte,Datos definitivos
182,2016,Hombre,(55 a 59),Enero,Sábado,Antioquia,Sabaneta,Violenta - Muertes en accidentes de transporte,Datos definitivos
183,2016,Hombre,(15 a 17),Enero,Martes,Antioquia,Sabaneta,Violenta - Muertes en accidentes de transporte,Datos definitivos
184,2016,Mujer,(65 a 69),Enero,Lunes,Tolima,Suárez,Violenta - Muertes en accidentes de transporte,Datos definitivos
185,2016,Hombre,(65 a 69),Enero,Lunes,Tolima,Suárez,Violenta - Muertes en accidentes de transporte,Datos definitivos
186,2016,Hombre,(25 a 29),Enero,Domingo,Tolima,Espinal,Violenta - Muertes en accidentes de transporte,Datos definitivos
187,2016,Hombre,(60 a 64),Enero,Domingo,Tolima,Coyaima,Violenta - Muertes en accidentes de transporte,Datos definitivos
188,2016,Hombre,(20 a 24),Enero,Viernes,Caquetá,Florencia,Violenta - Muertes en accidentes de transporte,Datos definitivos
189,2016,Hombre,(20 a 24),Enero,Viernes,Caquetá,Florencia,Violenta - Muertes en accidentes de transporte,Datos definitivos
190,2016,Hombre,(40 a 44),Enero,Lunes,Caquetá,El Doncello,Violenta - Muertes en accidentes de transporte,Datos definitivos
191,2016,Hombre,(25 a 29),Enero,Miércoles,Caquetá,Florencia,Violenta - Muertes en accidentes de transporte,Datos definitivos
192,2016,Hombre,(20 a 24),Enero,Martes,Caquetá,Puerto Rico,Violenta - Muertes en accidentes de transporte,Datos definitivos
193,2016,Hombre,(20 a 24),Enero,Viernes,La Guajira,Villanueva,Violenta - Muertes en accidentes de transporte,Datos definitivos
194,2016,Hombre,(45 a 49),Enero,Miércoles,Norte de Santander,Ocaña,Violenta - Muertes en accidentes de transporte,Datos definitivos
195,2016,Mujer,(45 a 49),Enero,Jueves,Magdalena,Aracataca,Violenta - Muertes en accidentes de transporte,Datos definitivos
196,2016,Hombre,(65 a 69),Enero,Miércoles,Cundinamarca,Silvania,Violenta - Muertes en accidentes de transporte,Datos definitivos
197,2016,Hombre,(55 a 59),Enero,Miércoles,Cundinamarca,Silvania,Violenta - Muertes en accidentes de transporte,Datos definitivos
198,2016,Hombre,(45 a 49),Enero,Miércoles,Cundinamarca,Silvania,Violenta - Muertes en accidentes de transporte,Datos definitivos
199,2016,Hombre,(18 a 19),Enero,Domingo,Cundinamarca,Silvania,Violenta - Muertes en accidentes de transporte,Datos definitivos
200,2016,Mujer,(20 a 24),Enero,Domingo,Cundinamarca,Fusagasugá,Violenta - Muertes en accidentes de transporte,Datos definitivos
201,2016,Hombre,(35 a 39),Enero,Lunes,Cundinamarca,Sibaté,Violenta - Muertes en accidentes de transporte,Datos definitivos
202,2016,Mujer,(25 a 29),Enero,Lunes,Cundinamarca,Sibaté,Violenta - Muertes en accidentes de transporte,Datos definitivos
203,2016,Hombre,(25 a 29),Enero,Lunes,Cundinamarca,Sibaté,Violenta - Muertes en accidentes de transporte,Datos definitivos
204,2016,Hombre,(80 y más),Enero,Jueves,Cundinamarca,Fusagasugá,Violenta - Muertes en accidentes de transporte,Datos definitivos
205,2016,Mujer,(20 a 24),Enero,Lunes,Huila,Gigante,Violenta - Muertes en accidentes de transporte,Datos definitivos
206,2016,Hombre,(50 a 54),Enero,Viernes,Huila,Garzón,Violenta - Muertes en accidentes de transporte,Datos definitivos
207,2016,Mujer,(25 a 29),Enero,Viernes,Huila,Suaza,Violenta - Muertes en accidentes de transporte,Datos definitivos
208,2016,Hombre,(55 a 59),Enero,Viernes,Huila,Suaza,Violenta - Muertes en accidentes de transporte,Datos definitivos
209,2016,Hombre,(20 a 24),Enero,Viernes,Cundinamarca,Ricaurte,Violenta - Muertes en accidentes de transporte,Datos definitivos
210,2016,Hombre,(30 a 34),Enero,Domingo,Cundinamarca,Tocaima,Violenta - Muertes en accidentes de transporte,Datos definitivos
